Name,City,Phone,Website,Address,Under 36mo,Preschool,School Age,Mandarin,Cantonese,CCFRI
Happy Foot Infant And Toddler Centre,North Vancouver,604-969-1184,,"1621 Deep Cove Rd, North Vancouver, BC V7G 1S4",,,,,,Y
Happy Pony House Daycare,North Vancouver,778-340-4333,,"3988 Michener Crt, North Vancouver, BC V7K 3C7",,,,,,Y
Happy Times Family Child Care,North Vancouver,604-987-6559,,"2571 Carnation St, North Vancouver, BC V7H 1H6",,,,,,Y
Harbourside Children's Centre,North Vancouver,604-986-2388,,"101 38 Fell Ave, North Vancouver, BC V7P 3S2",,,,,,Y
Harbourside Children's Centre,North Vancouver,604-986-2388,,"101 38 Fell Ave, North Vancouver, BC V7P 3S2",,,,,,Y
Highlands Child Care,North Vancouver,604-985-6958,,"3150 Colwood Dr, North Vancouver, BC V7R 2R6",,Y,,,,Y
Highlands Out Of School Care,North Vancouver,604-985-6958,,"3150 Colwood Dr, North Vancouver, BC V7R 2R6",,,Y,,,Y
Highlands Out Of School Care,North Vancouver,604-985-6958,,"3150 Colwood Dr, North Vancouver, BC V7R 2R6",,Y,,,,Y
Highlands Out Of School Care,North Vancouver,604-985-6958,,"3150 Colwood Dr, North Vancouver, BC V7R 2R6",,,Y,,,Y
Honey Bunny Daycare,North Vancouver,604-218-7055,,"1058 Canyon Blvd, North Vancouver, BC V7R 2K4",,,,,,Y
Huckleberries Childcare Centre,North Vancouver,604-250-7198,,"2745 Mount Seymour Pky, North Vancouver, BC V7H 1E8",,,,,,Y
Jasmin’S Childcare Center,North Vancouver,604-783-6229,,"2504 Swinburne Ave, North Vancouver, BC V7H 1L5",Y,,,,,Y
Joyful Journey Daycare,North Vancouver,778-325-1379,,"1621 Rufus Ave, North Vancouver, BC V7L 4J3",,,,,,Y
Kidopia Early Learning Ltd.,North Vancouver,604-760-4842,,"718 Wellington Dr, North Vancouver, BC V7K 1K7",Y,Y,,,,Y
Kidopia On Wooddale,North Vancouver,604-760-4842,,"275 Wooddale Rd, North Vancouver, BC V7N 1S6",,,,,,Y
Kids & Company North Vancouver,North Vancouver,416-938-8024,,"1035 Marine Dr, North Vancouver, BC V7P 1S6",,,,,,Y
Kids & Company North Vancouver Esplanade,North Vancouver,604-770-4380,,"70-221 Esplanade W, North Vancouver, BC V7M 3N7",,,,,,Y
Kids & Company North Vancouver Esplanade,North Vancouver,604-770-4380,,"70-221 Esplanade W, North Vancouver, BC V7M 3N7",,,,,,Y
Kids And Company North Vancouver (30 Months To School Age),North Vancouver,416-938-8024,,"1035 Marine Dr, North Vancouver, BC V7P 3C4",,,,,,Y
Kids Clubhouse,North Vancouver,778-340-0081,,"934 Calverhall St, North Vancouver, BC V7L 1Y2",,,,,,Y
Kidshub Academy,North Vancouver,604-363-9692,,"2932 Brixham Rd, North Vancouver, BC V7H 1C4",,,,,,Y
Kidsland Childcare Centre,North Vancouver,604-338-7551,,"443 5Th St E, North Vancouver, BC V7L 1M3",,,,,,Y
Kidsland Childcare Centre,North Vancouver,604-338-7551,,"443 5Th St E, North Vancouver, BC V7L 1M3",,,,,,Y
Kinddinos Learning Home,North Vancouver,236-996-8236,kinddinos.ca,"1406 Mcnair Dr, North Vancouver, BC V7K 1X5",Y,Y,,,,Y
Kinderbees Early Learning Centre,North Vancouver,604-317-2464,,"350 2Nd St E, North Vancouver, BC V5T 4R8",,,,,,Y
Kinderbees Early Learning Centre,North Vancouver,604-317-2464,,"350 2Nd St E, North Vancouver, BC V5T 4R8",,,,,,Y
Kinderhaus Learning Academy Inc.,North Vancouver,778-836-6035,,"1585 Macgowan Ave, North Vancouver, BC V7P 2X1",,,,,,Y
Kinderhaus Learning Academy Inc.,North Vancouver,778-836-6035,,"1585 Macgowan Ave, North Vancouver, BC V7P 2X1",,,,,,Y
Kinderly Early Learning,North Vancouver,604-716-4111,,"726 Sylvan Ave, North Vancouver, BC V7R 2G1",,,,,,
Kiwi Kare Family Daycare,North Vancouver,604-986-6891,,"3763 Mountain Hwy, North Vancouver, BC V7K 2H9",,,,,,Y
Kuddles Early Infant Stimulation Centre Ltd.,North Vancouver,604-729-6538,,"1396 Marine Dr, North Vancouver, BC V7P 1T4",,,,,,Y
Kuddles Early Infant Stimulation Centre Ltd.,North Vancouver,604-729-6538,,"1396 Marine Dr, North Vancouver, BC V7P 1T4",,,,,,Y
Kuddles Early Infant Stimulation Centre Ltd.,North Vancouver,604-729-6538,,"407 Mountain Hwy, North Vancouver, BC V7J 2L1",,,,,,Y
Kuddles Early Infant Stimulation Centre Ltd.,North Vancouver,604-729-6538,,"407 Mountain Hwy, North Vancouver, BC V7J 2L1",,,,,,Y
La Prematernelle Francophone Trottin-Trottinette,North Vancouver,778-340-1034,,"380 Kings Rd W, North Vancouver, BC V7N 2L9",,,,,,Y
La Prematernelle Francophone Trottin-Trottinette(<36Months),North Vancouver,778-340-1034,,"380 Kings Rd W, North Vancouver, BC V7N 2L9",,,,,,Y
La Prematernelle Francophone Trottin-Trottinette(School Age),North Vancouver,778-340-1034,,"380 Kings Rd W, North Vancouver, BC V7N 2L9",,,,,,Y
Lil Bloomers Childcare Centre,North Vancouver,672-558-1345,,"195 E Windsor Rd, North Vancouver, BC V7N 1J9",,,,,,Y
Lil Bloomers Childcare Centre,North Vancouver,672-558-1345,,"195 E Windsor Rd, North Vancouver, BC V7N 1J9",,,,,,Y
Lil Bloomers Childcare Centre,North Vancouver,672-558-1345,,"195 E Windsor Rd, North Vancouver, BC V7N 1J9",,,,,,Y
Liliom Childcare,North Vancouver,604-655-4143,,"720 9Th St E, North Vancouver, BC V7L 2B9",,,,,,Y
Limelight Childcare,North Vancouver,778-788-4894,https://limelightchildcare.com/,"547 St. James Rd W, North Vancouver, BC V7N 2P6",,,,,,Y
Little Bunnies Learning Center,North Vancouver,604-770-3148,,"496 Kings Rd W, North Vancouver, BC V7N 2M3",,,,,,Y
Little Diamonds Multi-Age Childcare,North Vancouver,778-929-0370,,"1144 Maplewood Cres, North Vancouver, BC V7P 1H9",,,,,,Y
Little Einstein 2,North Vancouver,604-376-1276,,"622 Croydon Pl, North Vancouver, BC V7N 3A1",,,,,,Y
Little Golden Steps Childcare Ltd.,North Vancouver,604-725-8114,,"4735 Cedarcrest Ave, North Vancouver, BC V7R 3R4",,,,,,Y
Little Paris Daycare,North Vancouver,604-418-0904,,"123 East 23Rd St, North Vancouver, BC V7L 3E2",,,,,,Y
Little Rascals Daycare Ltd.,North Vancouver,604-987-3168,,"3111 Stanley Ave, North Vancouver, BC V7N 4N6",,,,,,Y
Little Rascals Daycare Ltd.,North Vancouver,604-987-3168,,"3111 Stanley Ave, North Vancouver, BC V7N 4N6",,,,,,Y
Little Steps Learning Centre,North Vancouver,778-319-5951,,"438 Braemar Rd E, North Vancouver, BC V7N 1R1",,,,,,Y
Lollypop Childcare,North Vancouver,778-968-0024,,"4990 Cedarcrest Ave, North Vancouver, BC V7R 3R8",,,,,,Y
Lollypop Childcare,North Vancouver,778-968-0024,,"4990 Cedarcrest Ave, North Vancouver, BC V7R 3R8",,,,,,Y
"Lonsdale Preschool, Harry Jerome Complex",North Vancouver,604-983-6510,,"125 23Rd St E, North Vancouver, BC V7L 3E2",,,,,,Y
Love-Care Child Care Centre,North Vancouver,604-720-9009,,"504 Saville Crescent, North Vancouver, BC V7N 3B1",,,,,,Y
Lynn Creek Child Care,North Vancouver,604-983-6365,,"1491 Hunter St, North Vancouver, BC V7J 1H3",Y,,,,,Y
Lynn Creek Child Care,North Vancouver,604-983-6365,,"1491 Hunter St, North Vancouver, BC V7J 1H3",,Y,,,,Y
Lynn Valley Parent Participation Preschool,North Vancouver,604-985-5512,,"3220 Mountain Highway, North Vancouver, BC V7K 2H5",,,,,,Y
Lynnmour Creative Child Care Centre,North Vancouver,604-980-1212,,"1251 Lillooet Rd, North Vancouver, BC V7J 3H7",,,,,,Y
Lynnmour Creative Childcare Centre,North Vancouver,604-980-1212,,"1251 Lillooet Rd, North Vancouver, BC V7J 3H7",,,,,,Y
Mahon Park ymca Child Care Centre,North Vancouver,250-960-9336,,"438 16Th St. W, North Vancouver, BC V7M 1V1",,,,,,Y
Mahon Park ymca Child Care Centre,North Vancouver,250-960-9336,,"438 16Th St. W, North Vancouver, BC V7M 1V1",,,,,,Y
Mamalina's Primary Montessori Childcare Centre,North Vancouver,604-924-1253,,"4317 Gallant Ave, North Vancouver, BC V7G 2C1",,Y,,,,Y
Mandy's Family Daycare,North Vancouver,604-988-0891,,"881 17Th St W, North Vancouver, BC V7P 3M4",,,,,,Y
Merryland Daycare,North Vancouver,604-984-4096,,"776 Donegal Pl, North Vancouver, BC V7N 2X7",,,,,,Y
Mickey's Playhouse Family Child Care,North Vancouver,604-984-7105,,"1657 Bowser Ave, North Vancouver, BC V7P 2Y6",,,,,,Y
Mimi Kids Paradise,North Vancouver,604-671-1414,,"1319 Oakwood Cres, North Vancouver, BC V7P 1L5",,,,,,Y
Mira's Happy House,North Vancouver,604-723-1494,,"2705 Lonsdale Ave, North Vancouver, BC V7N 3J2",,,,,,Y
Mommy And Me Childcare,North Vancouver,604-353-3830,,"4540 Highland Blvd, North Vancouver, BC V7R 3A3",,,,,,Y
Montessori Mes Petits Academy 2010,North Vancouver,604-980-1102,,"1046 St. Georges Ave, North Vancouver, BC V7L 3H6",,,,,,Y
Montroyal Learning Academy And Child Care Center Ltd,North Vancouver,604-440-0415,,"5390 Cliffridge Ave, North Vancouver, BC V7R 3V4",,,,,,Y
Mooshy Daycare,North Vancouver,604-986-5272,,"4417 Valencia Ave, North Vancouver, BC V7N 4B2",,,,,,
Mother Bear Child Development Program,North Vancouver,604-988-0667,,"427 1St St W, North Vancouver, BC V7M 1A7",,,,,,Y
Mother Bear Child Development Program,North Vancouver,604-988-0667,,"427 1St St W, North Vancouver, BC V7M 1A7",,,,,,Y
Mountain View Childcare,North Vancouver,604-723-1494,,"2725 Lonsdale Ave, North Vancouver, BC V7N 3J2",,,,,,Y
Mountains Of Fun Daycare Inc,North Vancouver,604-728-7757,,"1336 16Th St E, North Vancouver, BC V7J 1L4",,,,,,Y
Mum's Montessori Child Care Inc.,North Vancouver,604-986-1016,,"530 12Th St E, North Vancouver, BC V7L 2K4",,,,,,Y
My Little School Daycare (1991) Inc.,North Vancouver,604-728-7597,,"1890 Deep Cove Rd, North Vancouver, BC V7G 1S6",,,,,,Y
My Little School Daycare (1991) Inc.,North Vancouver,604-728-7597,,"1890 Deep Cove Rd, North Vancouver, BC V7G 1S6",,,,,,Y
My Little School Daycare (1991) Inc.,North Vancouver,604-728-7597,,"1890 Deep Cove Rd, North Vancouver, BC V7G 1S6",,,,,,Y
My Little School Daycare (1991) Inc.,North Vancouver,604-728-7597,,"1890 Deep Cove Rd, North Vancouver, BC V7G 1S6",,,,,,Y
My Mommy Daycare,North Vancouver,,,"852 Nairn Crt, North Vancouver, BC V7H 2P3",,,,,,Y
Mybaby Daycare,North Vancouver,778-877-1801,,"517 13Th St E, North Vancouver, BC V7L 2M3",,,,,,Y
Nancy's House,North Vancouver,604-980-4244,,"3525 Fairmont Rd, North Vancouver, BC V7R 2W8",,,,,,Y
Nancy's House,North Vancouver,604-980-4244,,"3525 Fairmont Rd, North Vancouver, BC V7R 2W8",,,,,,Y
Nancy's Infant And Toddler Center Inc.,North Vancouver,604-764-0550,,"641 W Queens Rd, North Vancouver, BC V7N 2L2",,,,,,Y
Nature's Garden Childcare Centre,North Vancouver,604-356-0329,,"2801 Hoskins Rd, North Vancouver, BC V7J 3A8",Y,,,Y,,Y
New Sprout Child Care Centre,North Vancouver,604-306-5301,,"1647 Coleman St, North Vancouver, BC V7K 1X2",,,,,,Y
North Shore Child Care Centre,North Vancouver,604-315-6722,,"4085 Dollar Rd, North Vancouver, BC V7G 1A5",,,,,,Y
North Shore Child Care Centre,North Vancouver,604-315-6722,,"4085 Dollar Rd, North Vancouver, BC V7G 1A5",,,,,,Y
North Star Montessori,North Vancouver,604-980-1205,,"1325 Keith Rd E, North Vancouver, BC V7J 1J3",,,,,,Y
North Star Montessori,North Vancouver,604-980-1205,,"1325 East Keith Rd, North Vancouver, BC V7J 1J3",,,,,,Y
North Star Montessori,North Vancouver,604-980-1205,,"1325 East Keith Rd, North Vancouver, BC V7J 1J3",,,,,,Y
North Vancouver Child Development Centre (Multi-Age),North Vancouver,604-924-0222,,"1090 Berkley Rd, North Vancouver, BC V7H 1Y4",,,,,,Y
North Vancouver Child Development Centre (Under 36 Months),North Vancouver,604-924-0222,,"1090 Berkley Rd, North Vancouver, BC V7H 1Y4",,,,,,Y
Nsnh - Capilano Kids' Club,North Vancouver,604-987-8138,,"1230 20Th St W, North Vancouver, BC V7P 2B9",,,,,,Y
Nsnh - Cleveland Kids' Club,North Vancouver,604-987-8138,,"1255 Eldon Rd, North Vancouver, BC V7R 1T5",,,,,,Y
Nsnh - Jbcc Kids' Club,North Vancouver,604-723-8880,,"145 1St St W, North Vancouver, BC V7L 1C4",,,,,,Y
Nsnh - Lynn Valley Kid's Club,North Vancouver,604-987-8138,,"3361 Mountain Hwy, North Vancouver, BC V7K 2H4",,,,,,Y
Nsnh - Mountainside,North Vancouver,604-987-8138,,"3365 Mahon Ave, North Vancouver, BC V7N 3T7",,,,,,Y
Nsnh - Norgate Kids' Club,North Vancouver,604-987-8138,,"1295 Sowden St, North Vancouver, BC V7P 1L9",,,,,,Y
Nsnh - Queen Mary Kid's Club,North Vancouver,604-987-8138,,"230 Keith Rd W, North Vancouver, BC V7M 1L8",,,,,,Y
Nsnh - Ridgeway Kids' Club,North Vancouver,604-987-8138,,"420 East 8Th Street, North Vancouver, BC V7L 1Z5",,,,,,Y
Nsnh - Westview Out Of School Care,North Vancouver,604-987-8138,,"Flr-641 17Th St W, North Vancouver, BC V7M 0A1",,,,,,Y
Nsnh Innova Childcare Centre,North Vancouver,604-987-8138,,"250-422 E 3Rd St, North Vancouver, BC V7L 1G2",,,,,,Y
Olive Grove Childcare,North Vancouver,604-982-5871,,"1070 Lynn Valley Rd, North Vancouver, BC V7J 1Z8",,,,,,Y
Olive Grove Childcare,North Vancouver,604-982-5871,,"1070 Lynn Valley Rd, North Vancouver, BC V7J 1Z8",,,,,,Y
Olive Grove Hillside,North Vancouver,604-780-7137,,"870 Lynn Valley Rd, North Vancouver, BC V7J 1Z7",,,,,,Y
Olive Grove Hillside,North Vancouver,604-770-0621,,"870 Lynn Valley Rd, North Vancouver, BC V7J 1Z7",,,,,,Y
Olive Grove Oceanside,North Vancouver,778-340-9330,,"300-758 Harbourside Dr, North Vancouver, BC V7P 3R7",,,,,,Y
Olive Tree Childcare,North Vancouver,604-770-4133,,"201 23Rd St E, North Vancouver, BC V7L 3E4",,,,,,Y
Olive Tree Childcare,North Vancouver,604-770-4133,,"201 23Rd St E, North Vancouver, BC V7L 3E4",,,,,,Y
Outdoor Adventurers,North Vancouver,778-340-1021,,"628 15Th St E, North Vancouver, BC V7L 2S2",,Y,,,,Y
Park Place Daycare (Central),North Vancouver,604-990-5572,,"124 15Th St E, North Vancouver, BC V7L 2P9",,,,,,Y
Park Place Daycare (Central),North Vancouver,604-990-5572,,"124 15Th St E, North Vancouver, BC V7L 2P9",,,,,,Y
Park Place Daycare Ltd.,North Vancouver,604-990-5572,,"1225 Keith Rd E, North Vancouver, BC V7J 3T5",,,,,,Y
Park Place Daycare Ltd.,North Vancouver,604-990-5572,,"1225 Keith Rd E, North Vancouver, BC V7J 3T5",,,,,,Y
Park Place Daycare Ltd.,North Vancouver,604-990-5572,,"1225 Keith Rd E, North Vancouver, BC V7J 3T5",,,,,,Y
Parkway Village Childcare Centre,North Vancouver,604-929-5520,,"3601 Garibaldi Dr, North Vancouver, BC V7H 2W2",,,,,,Y
Parkway Village Childcare Centre,North Vancouver,604-929-5520,,"3601 Garibaldi Dr, North Vancouver, BC V7H 2W2",,,,,,Y
Parkway Village Childcare Two,North Vancouver,604-929-5520,,"1150 Mt Seymour Rd, North Vancouver, BC V7G 1R6",,,,,,Y
Pars Centre,North Vancouver,778-681-6270,,"1405 Bewicke Ave, North Vancouver, BC V7M 3C7",,,Y,,,Y
Peach Blossom Childcare Centre,North Vancouver,604-990-1261,,"1169 21St St W, North Vancouver, BC V7P 2C7",,,,,,Y
Peach Blossom Childcare Centre,North Vancouver,778-885-9091,,"1196 21St St W, North Vancouver, BC V7P 2C8",,,,,,Y
Peach Blossom Childcare Centre,North Vancouver,604-990-1261,,"1534 Main St, North Vancouver, BC V7J 1E2",,,,,,Y
Peach Blossom Childcare Centre,North Vancouver,604-990-1261,,"1534 Main St, North Vancouver, BC V7J 1E2",,,,,,Y
Peach Blossom Childcare Centre,North Vancouver,604-990-1261,,"1528 Bond St, North Vancouver, BC V7J 1E7",,,,,,Y
Peek-A-Boo Childcare Inc.,North Vancouver,604-984-6018,,"5439 Nancy Greene Way, North Vancouver, BC V7R 4N2",,,,,,Y
Pemberton Heights Saplings,North Vancouver,778-838-0335,,"1390 22Nd St W, North Vancouver, BC V7P 2G4",,,,,,Y
Pemberton Heights Saplings,North Vancouver,778-838-0335,,"1390 22Nd St W, North Vancouver, BC V7P 2G4",,,,,,Y
Pemberton Heights Saplings,North Vancouver,226-978-5527,,"1390 W 22Nd St, North Vancouver, BC V7P 2G4",,,,,,Y
Play On Paisley Pre-K Ltd.,North Vancouver,778-908-4321,www.playonpaisley.ca,"1481 Paisley Rd, North Vancouver, BC V7R 1C4",,,,,,Y
Playmates Childcare,North Vancouver,604-780-1893,,"4755 Marineview Cres, North Vancouver, BC V7R 3P4",,,,,,Y
Poet’S Corner Academy,North Vancouver,604-988-2438,,"1356 Frederick Rd, North Vancouver, BC V7K 1J4",,,,,,Y
Poet’S Corner Academy Montessori Preschool,North Vancouver,604-727-9445,,"1356 Frederick Rd, North Vancouver, BC V7K 1J4",,,,,,Y
Puzzles Child Care Centre,North Vancouver,778-918-6343,,"1761 Tatlow Ave, North Vancouver, BC V7P 3A1",,,,,,Y
R.S. Little Hands Family Centre,North Vancouver,778-836-7692,,"1760 Philip Ave, North Vancouver, BC V7P 2W2",,,,,,Y
Raincoast Childcare Centre,North Vancouver,604-986-9334,www.raincoastchildcare.ca,"781 18Th St E, North Vancouver, BC V7L 2Y7",,,,,,Y
Rainforest Learning Centre Inc. - North Vancouver,North Vancouver,604-770-1955,,"2020 Moody Ave, North Vancouver, BC V7L 3V3",,,,,,Y
Rainforest Learning Centre Inc. - North Vancouver,North Vancouver,604-770-1955,,"2020 Moody Ave, North Vancouver, BC V7L 3V3",,,,,,Y
Rainforest Learning Centre Inc. - North Vancouver,North Vancouver,604-770-1955,,"2020 Moody Ave, North Vancouver, BC V7L 3V3",,,,,,Y
Rose Child Care Centre,North Vancouver,672-982-3484,,"119 3Rd St W, North Vancouver, BC V7M 1E7",,,,,,Y
Sandpiper Preschool,North Vancouver,604-983-6510,,"3590 Mountain Hwy, North Vancouver, BC V7K 0A2",,,,,,Y
Sara's Family Daycare,North Vancouver,604-377-1637,,"820 16Th St E, North Vancouver, BC V7L 2V4",Y,Y,,,,Y
Sepehr Child Care Services Co.,North Vancouver,204-619-8156,,"634 Silverdale Pl, North Vancouver, BC V7N 2Z7",,,,,,Y
Shine & Grow Learning Centre,North Vancouver,604-347-8825,,"359 23Rd St E, North Vancouver, BC V7L 3E5",,,,,,Y
Shine & Grow Learning Centre,North Vancouver,604-347-6444,,"359 23Rd St E, North Vancouver, BC V7M 2B6",,,,,,Y
Simba Daycare,North Vancouver,604-719-4481,,"3750 St. Pauls Ave, North Vancouver, BC V7N 1T3",Y,Y,,,,Y
Smiley Bees,North Vancouver,604-782-1394,,"1375 Plateau Dr, North Vancouver, BC V7P 2J5",Y,Y,Y,,,Y
Smiling Stars Daycare,North Vancouver,604-986-3380,,"1618 Pemberton Ave, North Vancouver, BC V7P 2S6",,,,,,Y
Smiling Stars Daycare,North Vancouver,604-986-3380,,"1618 Pemberton Ave, North Vancouver, BC V7P 2S6",,,,,,Y
Smiling Stars Daycare,North Vancouver,604-986-3380,,"3171 Edgemont Blvd, North Vancouver, BC V7R 2N8",,,,,,Y
Smiling Stars Daycare,North Vancouver,604-986-3380,,"3171 Edgemont Blvd, North Vancouver, BC V7R 2N8",,,,,,Y
Smiling Stars Daycare,North Vancouver,604-771-5791,,"150-650 Seylynn Cres, North Vancouver, BC V7J 0B2",,,,,,Y
Smiling Stars Daycare,North Vancouver,604-771-5791,,"150-650 Seylynn Cres, North Vancouver, BC V7J 0B2",,,,,,Y
Smiling Stars Daycare,North Vancouver,604-986-3380,,"1602 Pemberton Ave, North Vancouver, BC V7P 2S6",,,,,,Y
Smiling Stars Daycare,North Vancouver,604-986-3380,,"1602 Pemberton Ave, North Vancouver, BC V7P 2S6",,,,,,Y
Special Times After School Care,North Vancouver,604-812-4449,,"1251 Lillooet Rd, North Vancouver, BC V7J 3H7",,,,,,Y
Special Times Out Of School Care,North Vancouver,604-812-4449,,"1819 Berkley Rd, North Vancouver, BC V7H 1Y9",,,,,,Y
Spring Angels Childcare,North Vancouver,604-783-3172,springangelschildcare.ca,"4644 Glenwood Ave, North Vancouver, BC V7R 4G7",,,,,,Y
Spring Daycare,North Vancouver,604-779-1380,,"306 22Nd St W, North Vancouver, BC V7M 2A4",,,,,,Y
St. Catherine's Daycare,North Vancouver,604-980-1326,,"1058 Ridgewood Dr, North Vancouver, BC V7R 1H8",,,,,,Y
St. Edmund's Discovery Preschool & School Age Care,North Vancouver,604-988-3141,,"324 East 5Th St, North Vancouver, BC V7M 1K3",,,,,,Y
St. Edmund's Discovery Preschool & School Age Care,North Vancouver,604-988-3141,,"324 East 5Th St, North Vancouver, BC V7M 1K3",,,,,,Y
Star Shine Daycare,North Vancouver,604-379-6307,,"1795 Peters Rd, North Vancouver, BC V7J 1Y7",,,,,,Y
Starfish Child Center,North Vancouver,604-500-3049,,"1657 Philip Ave, North Vancouver, BC V7P 2V9",Y,Y,,,,Y
Starseeds Childcare,North Vancouver,604-753-9901,,"3904 St. Marys Ave, North Vancouver, BC V7N 1Y3",Y,,,,,Y
Stella Childcare Centre,North Vancouver,604-986-0126,,"563 23Rd St W, North Vancouver, BC V7M 2C1",Y,,,,,Y
Sunflower Before And After School Care,North Vancouver,604-985-9622,,"2260 Philip Ave, North Vancouver, BC V7P 2W8",,,,,,Y
Sunflower Preschool,North Vancouver,604-985-9622,,"2260 Philip Ave, North Vancouver, BC V7P 2W8",,,,,,Y
Sunshine Before & After School Care,North Vancouver,604-987-8229,,"980 East 13Th Street, North Vancouver, BC V7L 2N2",,,,,,Y
Sunshine Cove Preschool Inc.,North Vancouver,604-770-2683,,"100-2420 Dollarton Hwy, North Vancouver, BC V7H 2Y1",,,,,,Y
Sunshine Cove Preschool Inc.,North Vancouver,604-770-2683,,"100-2420 Dollarton Hwy, North Vancouver, BC V7H 2Y1",,,,,,Y
Sunshine Preschool,North Vancouver,604-987-8229,,"980 13Th St E, North Vancouver, BC V7L 2N2",,,,,,Y
Sweet House,North Vancouver,604-770-0413,,"4122 Virginia Cres, North Vancouver, BC V7R 3Z4",,,,,,Y
Sweet Peas Cottage,North Vancouver,604-988-9989,,"256 1St St E, North Vancouver, BC V7L 1B3",,,,,,Y
Sweet Peas Cottage,North Vancouver,604-988-9989,,"256 1St St E, North Vancouver, BC V7M 1T1",,,,,,Y
Sweet Peas Cottage Creekside,North Vancouver,604-988-9989,,"250  400 Brooksbank Ave, North Vancouver, BC V7J 2C2",,,,,,Y
Sweet Peas Cottage Creekside,North Vancouver,604-988-9989,,"250 400 Brooksbank Ave, North Vancouver, BC V7J 2C2",,,,,,Y
Teddy Bear Academy,North Vancouver,604-721-6151,,"4065 Mt Seymour Pky, North Vancouver, BC V7G 1Z8",,Y,,,,Y
Tempe Tots Daycare,North Vancouver,604-985-3783,,"2870 Munday Pl, North Vancouver, BC V7N 4L2",,,,,,Y
The Babies Castle Daycare Ltd.,North Vancouver,604-307-0076,,"570 29Th St W, North Vancouver, BC V7N 2K2",,,,,,Y
The Grove,North Vancouver,604-984-9722,,"3592 Mountain Highway, North Vancouver, BC V7K 0A2",,,,,,Y
The Grove,North Vancouver,604-984-9722,,"3592 Mountain Hwy, North Vancouver, BC V7K 0A2",,,,,,Y
The Heights ymca Kids Club,North Vancouver,236-880-7605,,"2640 Carnation St, North Vancouver, BC V7H 1H5",,,,,,Y
The Kids Castle Daycare Ltd.,North Vancouver,604-980-7871,,"685 Queens Rd W, North Vancouver, BC V7N 2L2",,,,,,Y
The Kids Castle Daycare Ltd.,North Vancouver,604-980-7871,,"685 Queens Rd W, North Vancouver, BC V7N 2L2",,,,,,Y
Top Drawer Daycares Inc.,North Vancouver,604-828-2126,,"1044 St. Georges Ave, North Vancouver, BC V7L 3H6",,,,,,Y
Twig + Owl / Montroyal Elementary,North Vancouver,604-929-5371,,"133 - 5310 Sonora Dr, North Vancouver, BC V7R 3V8",,,,,,Y
Twig + Owl / Violet,North Vancouver,604-929-5371,,"2715 Violet St, North Vancouver, BC V7H 1H2",,,,,,Y
Twig +Owl/ Emerson,North Vancouver,604-929-5371,,"1289 Emerson Way, North Vancouver, BC V7H 2B6",,,,,,Y
Twig +Owl/ Emerson,North Vancouver,604-929-5371,,"1289 Emerson Way, North Vancouver, BC V7H 2B6",,,,,,Y
Twig +Owl/ Trillium,North Vancouver,604-929-5371,,"1321 Emerson Way, North Vancouver, BC V7H 2B7",,,,,,Y
Twig +Owl/ Walpole,North Vancouver,604-929-5371,,"2709 Walpole Crescent, North Vancouver, BC V7H 1K7",,,,,,Y
Twig And Owl / Hardy,North Vancouver,604-929-5371,,"2668 Hardy Crescent, North Vancouver, BC V7H 1K2",,,,,,Y
Twinkle Town Day Care,North Vancouver,604-366-2545,,"1438 Frederick Rd, North Vancouver, BC V7K 1J7",Y,,,,,Y
Upper Lonsdale Preschool,North Vancouver,604-988-8710,,"3380 Lonsdale Ave, North Vancouver, BC V7N 3K2",,Y,,,,Y
Vancouver Waldorf School,North Vancouver,604-985-7435,,"2725 St. Christophers Rd, North Vancouver, BC V7K 2B6",,,,,,Y
Vancouver Waldorf School,North Vancouver,604-985-7435,,"2725 St. Christophers Rd, North Vancouver, BC V7K 2B6",,,,,,Y
Westlynn Family Daycare,North Vancouver,604-985-1039,,"2061 William Ave, North Vancouver, BC V7J 2P5",,,,,,Y
Wildflower Childcare,North Vancouver,778-990-7168,,"952 Drayton St, North Vancouver, BC V7L 2C6",,,,,,Y
Willow Tree Family Day Care,North Vancouver,604-980-1815,,"546 Bournemouth Cres, North Vancouver, BC V7H 2G5",,,,,,Y
Willowbrae Academy North Van,North Vancouver,604-817-9010,,"201-1226 Marine Dr, North Vancouver, BC V7P 1T2",,,,,,Y
Willowbrae Academy North Van,North Vancouver,604-817-9010,,"201-1226 Marine Dr, North Vancouver, BC V7P 1T2",,,,,,Y
Windridge Park Childcare Center,North Vancouver,604-983-6504,,"931 Lytton St, North Vancouver, BC V7H 2M5",,Y,,,,Y
Wise Beans Childcare Ltd.,North Vancouver,778-834-8951,,"2439 Berton Pl, North Vancouver, BC V7H 2W9",,,,,,Y
Wishtree Childcare Centre,North Vancouver,604-719-5897,,"982 Wavertree Rd, North Vancouver, BC V7R 1S5",,,,,,Y
Zari's Family Child Care,North Vancouver,604-986-5569,,"614 17Th St W, North Vancouver, BC V7M 1W1",Y,Y,,,,Y
Zheen,North Vancouver,778-680-9445,,"516 Hermosa Ave, North Vancouver, BC V7N 3C1",,Y,,,,Y
Beginners Kollege Child Care Centre Ltd,Pitt Meadows,604-457-2555,,"7-12350 Harris Rd, Pitt Meadows, BC V3Y 0C5",,,,,,Y
Best Friends Children's Centre Inc,Pitt Meadows,604-767-0858,,"201 19141 Ford Rd, Pitt Meadows, BC V3Y 2P8",,,,,,Y
